lead_time_days,avg_daily_rate_adr,total_stay_nights,special_requests_count,previous_cancellations_count,booking_channel_score,is_canceled
236,98.531,10,2,2,1,1
92,148.644,7,2,0,2,0
21,96.192,4,1,0,4,0
303,118.594,11,0,2,4,1
357,78.302,4,1,3,2,1
84,169.057,7,3,0,2,0
262,98.196,9,4,0,2,0
147,180.919,11,1,4,2,1
257,122.437,4,0,1,2,0
58,63.72,4,3,0,3,0
15,113.159,6,2,3,1,1
162,77.489,6,3,3,1,1
163,143.574,7,5,4,4,0
320,109.545,1,1,3,2,1
281,126.528,13,0,4,3,1
280,105.226,11,1,0,3,0
12,97.786,14,2,0,4,0
274,81.055,3,2,0,2,0
271,153.449,9,0,0,1,1
208,113.074,6,5,1,2,0
27,107.412,6,4,1,3,0
72,112.071,5,3,0,2,0
60,92.846,11,3,3,1,1
145,107.546,3,2,4,1,1
93,128.225,11,1,2,4,0
309,78.635,5,1,4,3,1
8,84.426,14,5,2,2,0
79,175.131,1,4,2,2,0
27,105.49,3,1,0,4,0
174,97.938,4,3,2,4,0
50,66.245,5,1,0,4,0
199,154.027,10,4,1,3,0
349,77.763,9,3,3,2,1
181,119.388,4,1,2,4,0
24,51.673,3,3,3,3,0
316,152.727,10,2,0,2,0
46,167.074,1,2,2,1,0
15,139.381,13,5,4,4,0
153,58.621,10,2,1,3,1
222,153.55,6,1,1,2,1
206,86.906,7,4,2,2,0
273,73.161,10,3,1,4,0
236,104.662,8,0,4,4,1
340,103.865,12,2,3,2,1
228,99.798,1,2,4,3,1
9,170.947,12,0,1,1,1
166,200.473,4,0,3,2,1
319,65.235,11,1,4,3,1
214,92.447,5,3,0,4,0
117,125.71,2,2,0,2,0
344,104.451,1,4,3,4,0
72,135.976,8,1,3,1,1
64,156.639,6,1,3,4,1
205,149.975,5,4,0,1,0
209,144.389,13,4,4,4,1
72,186.364,9,5,3,4,0
277,56.442,13,4,0,1,1
274,179.204,11,0,3,4,1
320,103.48,13,2,3,3,1
338,151.405,11,5,3,4,0
95,78.813,2,0,0,2,0
166,83.66,10,5,4,4,0
32,146.485,12,2,0,3,0
11,42.851,8,5,0,2,0
301,159.578,11,0,3,3,1
217,170.399,14,3,2,2,1
289,127.111,10,2,2,4,0
102,125.67,13,1,2,3,1
267,86.655,9,2,0,4,0
214,146.978,1,2,3,2,1
179,133.907,7,2,2,3,0
88,83.14,8,3,1,1,1
41,104.341,3,0,1,3,0
76,113.627,14,1,1,4,0
46,104.288,4,0,4,1,1
160,65.484,13,5,3,1,1
80,147.961,3,5,0,2,0
310,110.26,7,5,0,1,0
86,120.615,9,0,3,1,1
92,96.869,3,4,4,2,1
148,139.011,13,3,3,3,0
161,127.948,6,4,4,4,0
202,168.511,8,5,2,3,0
242,139.224,6,3,2,1,1
353,111.893,2,0,4,4,1
2,90.411,13,5,3,3,1
225,154.638,7,0,2,4,0
289,108.697,2,3,3,1,1
233,113.131,2,0,2,3,0
77,113.121,2,0,3,4,0
116,103.936,11,1,3,4,1
154,113.818,1,4,1,3,0
103,197.048,14,4,4,3,1
194,78.087,11,4,0,1,1
166,87.42,1,2,4,2,1
359,175.373,14,1,3,4,1
90,105.008,7,5,3,3,0
174,101.975,13,5,4,3,1
122,161.395,14,5,3,3,1
143,63.192,14,4,2,4,0
106,152.858,14,4,3,1,1
305,121.825,12,1,4,2,1
360,138.592,5,0,4,4,1
317,137.841,11,4,4,1,1
123,94.881,3,5,1,4,0
9,162.047,1,0,1,4,0
262,97.994,11,4,1,3,0
73,136.354,10,3,1,1,1
359,169.509,6,2,1,3,0
223,175.156,11,4,1,3,0
41,109.315,1,3,1,1,0
204,138.525,9,1,4,3,1
264,105.62,2,3,0,3,0
328,220.152,1,1,1,2,0
178,151.205,12,4,4,1,1
348,123.362,7,1,0,1,1
318,132.502,6,3,1,3,0
84,136.284,6,2,0,3,0
318,137.47,14,0,0,1,1
111,110.4,5,0,2,1,1
251,104.227,11,2,3,4,0
7,113.926,4,5,2,1,0
84,74.412,11,0,0,4,0
208,148.731,4,4,4,3,1
314,87.932,3,5,1,2,0
22,77.602,10,4,3,2,1
3,119.426,8,3,1,4,0
127,114.795,7,3,4,3,0
297,129.985,9,5,3,3,0
188,97.272,1,5,2,3,0
362,104.298,7,5,0,1,1
14,147.685,10,5,4,3,0
12,145.249,4,1,0,1,0
87,143.581,7,5,0,4,0
12,121.359,13,5,1,2,0
25,126.757,12,3,4,4,1
301,129.218,1,4,0,3,0
243,93.758,5,3,2,3,1
122,178.962,3,0,3,4,0
147,173.264,5,1,4,1,1
55,151.77,4,1,1,1,0
238,102.966,2,4,4,1,1
356,141.566,11,5,1,2,0
173,159.135,4,3,3,2,1
221,71.072,3,0,2,3,1
119,187.78,13,3,0,4,0
309,50.424,1,5,4,4,0
183,148.184,12,5,1,3,0
288,178.131,10,2,3,1,1
307,115.477,8,3,0,2,0
300,113.981,5,4,3,4,0
82,146.706,4,3,2,3,0
211,194.075,10,1,0,1,0
150,108.757,12,0,0,1,1
37,88.762,5,4,0,2,0
352,103.049,4,2,1,2,0
312,57.899,3,0,0,3,0
361,155.91,5,0,3,3,1
59,99.437,4,1,1,1,1
131,111.666,1,1,0,1,1
202,156.385,12,1,3,4,0
243,104.924,3,4,3,1,1
35,150.364,10,3,4,3,1
93,78.476,10,0,3,2,1
207,158.349,8,3,2,3,0
353,133.676,7,3,0,4,0
332,116.457,2,1,0,4,0
305,125.236,1,3,0,2,0
350,68.53,3,0,3,3,1
213,124.32,5,0,3,4,0
159,114.333,10,5,0,3,0
24,69.623,11,2,1,4,0
293,93.157,12,4,1,2,0
4,114.83,1,3,2,4,0
220,95.708,3,4,4,3,1
364,35.0,3,4,2,3,0
20,163.056,5,4,0,4,0
152,114.316,3,5,0,1,0
50,35.0,13,4,0,2,0
177,205.399,9,5,4,2,1
96,169.656,1,0,3,4,0
105,106.041,4,3,4,4,1
250,86.3,13,5,2,1,1
117,136.128,13,2,3,2,1
354,128.093,10,4,3,1,1
228,141.684,10,2,2,2,1
66,86.415,4,0,3,4,1
335,163.911,1,0,1,2,0
262,101.062,14,1,2,2,1
295,147.231,2,4,2,2,0
243,88.122,11,1,1,1,1
186,225.926,1,2,4,1,1
246,147.821,6,3,4,2,1
125,235.369,3,1,4,3,1
268,153.104,7,0,3,1,1
131,97.541,5,4,1,4,0
237,153.175,9,2,2,4,0
18,156.023,7,5,2,2,0
40,134.933,4,0,2,4,0
21,145.216,5,5,3,1,1
225,150.469,5,3,3,3,0
355,80.253,11,4,4,3,1
282,77.406,5,3,3,3,1
8,88.231,10,3,4,4,1
100,125.102,9,4,4,2,1
240,111.073,10,4,2,4,0
87,80.977,3,5,3,2,0
298,151.013,6,3,4,3,1
14,131.322,8,2,1,1,0
334,126.757,11,5,1,4,0
2,109.68,9,4,3,1,1
293,104.871,13,0,2,3,1
325,86.347,7,5,2,2,0
41,157.35,12,1,4,1,1
318,91.86,3,2,3,4,0
316,128.376,1,5,1,1,0
111,186.48,4,4,4,1,1
14,106.71,13,4,4,4,0
231,158.428,6,2,0,2,0
84,142.748,3,1,3,4,1
130,132.459,14,5,4,3,1
231,137.214,1,5,1,2,0
326,116.204,6,3,0,1,1
145,121.391,14,0,1,4,0
345,98.075,1,4,2,3,0
28,121.658,9,5,0,4,0
66,96.591,11,5,0,2,0
163,160.226,14,5,4,3,0
229,52.02,12,1,2,1,1
261,139.242,1,0,4,2,1
164,133.463,13,5,3,3,0
301,129.841,6,2,1,2,0
303,160.98,1,4,1,1,0
287,108.555,12,3,4,3,1
10,130.217,7,2,1,4,0
195,51.338,3,4,1,4,0
118,103.387,6,1,3,1,1
270,154.229,7,0,2,3,0
80,66.434,1,0,0,1,1
93,126.39,1,4,4,1,1
266,92.899,13,2,4,2,1
332,115.561,5,3,3,4,0
350,95.293,6,1,3,1,1
361,70.112,9,4,0,2,0
257,135.44,14,1,2,1,1
133,118.016,1,0,4,1,1
276,144.505,13,5,3,1,1
264,151.778,4,5,4,4,0
171,169.01,10,3,1,3,0
1,125.339,8,1,4,4,1
313,170.745,10,4,2,2,0
64,80.969,9,3,2,3,1
284,156.358,13,2,4,2,1
121,138.376,3,5,1,1,0
107,129.324,11,4,2,3,0
175,137.789,2,1,3,2,1
204,81.57,4,3,4,1,1
165,72.13,2,4,1,2,0
305,188.393,1,3,3,2,1
120,113.251,12,3,4,4,1
44,112.68,3,3,1,1,0
312,75.908,7,1,3,4,1
156,60.729,13,4,2,3,1
207,116.467,13,0,4,1,1
108,106.336,1,0,4,4,0
251,120.069,2,1,2,4,0
334,123.486,1,1,0,3,0
130,219.578,8,5,3,2,0
293,106.457,5,3,2,2,0
20,183.198,8,4,4,2,0
282,185.681,3,4,3,3,0
285,150.145,13,2,3,4,1
1,110.595,12,2,0,1,0
119,65.541,7,0,4,3,1
35,139.118,8,2,1,2,0
198,160.752,6,2,0,2,0
245,189.907,13,0,0,1,1
59,82.002,13,5,1,3,0
325,110.259,7,0,1,2,1
161,82.245,14,2,0,3,0
179,94.661,12,4,3,4,0
206,146.576,2,2,2,3,0
12,92.828,8,3,2,4,0
276,87.029,5,3,0,1,0
181,151.88,7,3,3,4,0
242,138.03,1,5,1,4,0
216,134.0,5,1,0,1,1
251,93.885,1,3,4,2,1
299,171.721,12,4,3,1,1
126,120.58,13,5,4,3,0
217,215.208,8,1,4,1,1
306,126.447,4,1,0,3,0
285,35.0,4,3,3,2,1
185,35.0,2,2,4,3,1
39,144.958,5,0,3,1,1
223,172.02,1,2,2,1,1
184,88.647,9,2,4,2,1
178,204.039,5,1,4,1,1
294,186.52,6,1,3,2,1
340,128.422,2,5,2,2,0
151,141.578,10,5,4,1,1
126,155.781,10,1,0,4,0
301,195.6,1,4,3,3,0
308,147.285,4,4,3,4,0
336,127.517,7,0,4,2,1
234,146.892,6,1,2,3,0
8,141.494,10,3,4,4,0
341,156.976,1,5,1,1,0
129,57.199,1,1,4,4,1
264,132.634,8,4,1,3,0
157,138.418,4,1,0,3,0
352,117.086,5,4,3,3,1
358,151.367,13,1,3,3,1
5,196.847,7,3,2,4,0
86,125.529,8,0,4,1,1
175,147.669,10,3,0,1,1
290,184.251,7,4,1,3,0
193,126.463,2,5,2,1,1
311,84.461,14,5,0,4,0
119,144.631,4,2,0,1,0
218,35.0,10,3,1,2,1
114,35.0,12,1,1,1,1
145,133.32,1,0,3,3,1
26,35.0,10,1,4,1,1
136,67.393,9,1,2,1,1
303,104.796,3,3,4,1,1
232,91.143,12,0,2,1,1
76,114.088,3,2,0,2,0
328,164.515,10,1,1,4,0
345,129.539,9,0,1,3,1
302,86.427,10,2,0,3,0
289,174.178,3,1,0,1,0
1,62.846,8,0,2,4,0
147,128.875,2,3,0,1,0
287,58.397,14,5,2,2,1
142,130.093,13,5,4,4,1
53,107.255,3,1,1,4,0
304,163.29,2,1,1,4,0
69,148.828,1,0,1,4,0
361,96.514,2,5,4,1,1
90,88.842,8,1,4,2,1
220,107.396,9,2,3,4,0
192,195.023,13,1,2,3,1
63,184.763,2,5,2,3,0
73,81.269,7,4,3,2,1
161,152.009,5,5,1,3,0
169,50.743,3,2,2,1,1
89,102.106,9,0,2,1,1
176,82.897,6,2,1,2,0
269,162.771,11,4,0,4,0
73,68.371,1,4,0,3,0
245,137.174,5,1,3,3,1
77,120.028,7,1,4,2,1
159,112.982,4,5,2,2,0
324,186.863,8,3,2,3,0
98,190.388,10,2,3,4,0
102,114.224,5,5,3,2,0
132,106.163,9,3,2,1,1
102,59.725,9,5,1,3,0
19,119.83,9,4,1,2,0
82,198.132,1,1,4,2,1
279,114.851,2,1,2,2,1
339,149.15,3,5,2,3,0
365,64.1,14,1,2,1,1
331,102.609,4,0,2,1,1
129,138.499,10,5,3,3,0
344,124.234,9,4,0,2,0
310,152.987,10,5,2,3,0
89,95.893,13,5,0,3,0
213,50.0,6,1,1,2,0
143,164.884,1,4,4,3,0
65,82.554,12,5,1,4,0
76,140.264,9,1,2,1,1
199,138.034,6,2,1,4,0
143,53.45,4,4,3,4,0
316,161.965,14,3,0,4,0
93,97.337,4,0,2,3,0
305,122.202,3,3,3,2,1
224,105.673,7,4,0,3,0
291,184.904,3,5,3,1,0
102,173.74,2,1,1,3,0
267,47.507,10,4,2,3,0
355,210.353,8,0,1,3,1
110,92.868,4,4,4,3,1
330,204.097,8,1,2,4,0
265,109.752,1,3,1,2,0
3,106.363,5,2,2,1,0
85,110.107,13,3,0,1,1
282,103.968,9,1,2,1,1
328,220.976,1,1,2,3,0
304,116.945,11,0,0,1,1
117,107.908,13,4,1,4,0
221,123.08,4,4,2,2,0
154,81.307,6,3,3,3,1
153,183.885,10,2,2,3,0
12,61.157,8,2,1,4,0
133,95.44,14,0,0,1,1
304,157.466,3,1,1,3,0
293,121.694,5,0,4,3,1
300,141.969,7,4,2,4,0
228,181.327,1,5,2,4,0
271,160.152,7,5,0,1,0
43,125.499,13,5,2,2,1
343,203.574,12,1,3,2,1
326,94.867,11,0,3,1,1
302,115.988,8,3,1,2,0
364,118.782,8,4,0,4,0
21,115.903,9,5,4,4,0
107,77.232,6,2,1,4,0
336,56.654,12,0,0,2,1
303,136.688,6,4,0,2,0
117,94.661,2,4,1,3,0
124,196.312,3,2,1,3,0
281,117.098,4,2,2,3,0
292,109.94,4,2,4,2,1
203,163.774,8,5,3,3,0
51,136.088,14,5,2,4,0
271,112.979,1,0,0,2,0
324,94.371,10,2,4,1,1
277,266.308,14,3,4,2,1
141,134.471,4,4,1,3,0
275,163.377,11,2,4,2,1
290,79.082,12,4,4,3,1
334,96.881,13,1,0,3,0
52,204.494,11,1,2,1,1
27,175.877,11,2,4,1,1
157,138.305,4,4,1,4,0
239,104.737,1,1,2,3,1
156,110.639,3,2,1,2,0
291,92.956,5,4,4,1,1
136,73.726,6,2,2,1,1
144,156.954,9,5,4,3,1
106,141.553,9,4,0,2,0
158,149.443,9,1,2,1,1
146,106.524,11,2,1,1,1
2,130.226,1,1,0,2,0
77,102.718,12,2,3,1,1
132,90.908,9,0,1,2,1
90,186.682,13,1,4,3,1
345,124.86,8,1,1,1,1
350,140.298,2,3,3,3,0
263,153.43,13,5,1,2,0
351,125.362,11,1,0,3,0
108,129.625,1,4,1,3,0
74,76.535,1,2,2,3,0
39,84.155,12,0,3,4,1
159,82.087,6,4,1,2,0
71,144.218,9,4,3,2,0
312,122.836,7,4,0,2,0
241,84.159,5,4,2,2,1
298,143.204,11,0,4,2,1
36,141.738,2,3,1,1,0
84,92.201,1,5,0,1,0
263,118.887,2,1,3,1,1
310,141.886,1,4,3,3,0
172,85.666,3,1,0,3,0
173,142.649,6,1,1,2,1
362,132.041,13,4,4,4,1
47,80.032,8,3,1,2,0
141,128.792,3,1,2,1,0
118,134.626,10,2,1,2,1
277,94.96,9,1,2,3,1
214,98.109,10,5,3,2,1
220,79.663,5,4,2,1,1
26,102.04,7,0,4,2,1
9,119.517,8,1,0,3,0
271,98.219,3,3,2,4,0
10,60.604,2,2,1,1,0
121,92.456,2,2,2,2,1
125,103.308,5,0,3,3,1
170,152.674,1,5,2,1,0
72,143.791,2,0,4,1,1
152,153.449,13,5,2,3,0
208,90.439,9,1,4,2,1
49,125.662,7,4,1,2,0
154,35.0,6,3,3,2,1
347,137.157,9,2,0,1,0
293,144.436,7,0,1,4,0
68,105.935,14,3,1,1,1
50,131.817,11,5,0,2,0
152,59.403,5,4,2,1,1
19,87.957,9,2,2,4,0
100,150.618,6,2,2,1,1
60,140.45,6,5,3,3,0
167,103.526,11,4,1,2,0
202,152.454,4,2,4,2,1
345,125.532,13,4,0,2,1
146,99.831,12,2,1,1,1
164,112.687,1,1,2,1,1
242,101.783,5,5,0,1,0
69,72.649,11,4,4,2,1
175,170.267,9,3,1,1,1
49,97.279,13,1,1,2,0
108,86.706,8,3,3,1,1
226,58.826,8,5,1,2,0
161,35.0,5,2,1,3,0
119,148.06,12,3,4,1,1
149,151.744,9,1,4,2,1
150,167.722,3,4,0,3,0
293,114.038,3,0,2,3,1
143,107.12,1,3,4,4,0
160,99.691,9,0,0,1,1
11,103.338,6,5,1,2,0
138,164.792,2,3,0,4,0
78,118.939,8,3,0,1,0
77,135.123,12,4,0,3,0
254,102.32,9,2,0,1,1
258,172.834,9,1,4,2,1
320,43.81,2,1,2,3,1
291,71.179,2,1,0,4,0
263,135.188,13,5,3,1,1
85,190.024,7,2,1,1,1
146,110.996,11,0,1,4,1
323,86.305,4,1,1,1,1
42,160.027,13,0,1,1,1
125,132.948,1,2,1,1,0
167,171.609,8,5,0,3,0
241,68.386,2,2,2,3,0
280,168.467,14,4,3,2,1
188,58.062,3,1,4,1,1
302,108.473,5,5,3,2,1
19,136.511,14,4,4,3,1
68,127.441,3,1,4,1,1
218,162.424,7,2,3,2,1
102,46.934,7,2,0,1,0
42,125.64,14,3,1,1,1
288,167.986,2,3,0,4,0
167,122.372,13,2,1,2,1
109,74.306,13,2,2,3,1
36,160.3,7,0,4,2,1
232,94.068,11,0,3,2,1
229,87.027,6,4,2,2,1
353,81.995,10,3,1,4,0
164,112.053,9,3,0,1,1
73,127.322,13,2,3,3,1
136,69.236,9,2,4,4,1
353,77.454,2,4,2,3,0
70,92.221,7,5,4,4,1
196,81.8,5,5,1,1,0
269,121.47,13,5,4,3,1
49,134.449,6,3,0,2,0
316,128.955,1,0,2,4,0
130,129.013,7,5,2,3,0
5,186.84,6,1,0,1,1
27,136.947,4,4,4,3,0
160,151.359,1,5,0,4,0
149,103.415,9,1,3,1,1
264,157.76,4,5,0,2,0
230,101.506,2,0,4,4,1
200,136.458,8,0,0,4,0
50,65.145,2,5,1,1,0
67,126.649,5,1,0,4,0
300,80.985,11,4,0,3,0
58,157.441,6,1,4,2,1
259,155.035,11,4,3,3,0
342,101.335,13,5,3,1,1
326,201.983,8,4,4,4,1
130,108.565,11,2,4,2,1
215,55.519,1,3,4,1,1
172,88.835,1,3,1,3,0
258,78.234,12,0,2,4,1
102,135.184,4,2,0,4,0
209,70.585,5,3,4,1,1
291,98.431,13,5,4,3,1
354,132.582,13,4,4,4,1
286,125.546,9,4,3,3,0
116,119.494,11,1,4,2,1
264,125.04,14,1,0,4,0
150,105.18,7,4,4,2,1
300,55.85,7,5,0,4,0
36,104.126,8,4,1,1,1
333,138.75,5,1,2,4,0
287,114.523,5,3,3,4,1
303,135.66,1,0,0,3,0
311,96.529,14,1,1,3,1
208,159.773,9,5,2,2,0
106,35.0,6,3,2,2,1
158,125.658,9,3,2,2,0
121,173.955,3,3,0,4,0
55,179.908,5,2,1,4,0
12,110.727,2,2,4,2,1
145,66.952,10,3,1,1,1
136,174.659,5,5,1,1,0
3,117.925,13,4,1,4,0
144,113.641,13,5,0,1,0
30,84.286,13,2,0,1,0
237,70.005,14,1,0,2,1
279,142.555,8,2,1,1,1
348,146.795,11,4,0,1,0
115,128.062,2,0,2,4,0
104,89.438,8,2,0,4,0
118,77.4,4,5,3,4,0
5,62.71,10,5,0,1,1
360,97.578,10,3,0,2,0
248,79.766,1,3,0,3,0
364,51.628,13,3,0,4,0
321,146.054,5,0,3,4,1
121,67.237,13,4,4,4,0
286,159.357,1,1,0,2,0
149,135.763,7,5,2,3,0
84,131.774,8,5,3,3,0
231,186.612,3,4,4,4,0
288,68.568,3,0,0,1,1
161,154.951,7,3,4,4,1
272,108.094,4,4,2,4,0
38,222.843,3,1,3,1,1
226,104.768,8,3,3,1,1
142,98.308,3,1,4,4,1
292,137.021,13,2,0,2,0
151,111.644,14,1,1,2,1
114,89.661,7,3,3,1,1
237,81.189,2,2,1,4,0
66,178.328,11,3,3,2,1
361,73.462,11,5,0,4,0
341,128.924,1,3,0,4,0
258,162.247,12,2,3,4,0
249,164.18,6,1,4,2,1
331,95.934,8,5,0,3,0
323,111.753,1,0,0,4,0
180,103.992,13,0,2,2,1
190,58.599,10,0,0,3,1
154,141.501,12,0,2,1,1
196,121.54,9,4,0,2,0
311,177.623,3,0,0,3,0
262,87.072,3,2,4,2,1
143,163.548,4,0,4,3,1
342,166.369,11,3,0,3,0
316,121.883,1,0,3,2,1
101,35.0,9,1,3,1,1
244,99.497,11,2,0,4,0
12,191.435,3,2,3,3,0
239,131.882,13,5,0,4,0
49,147.736,10,4,4,1,1
42,116.433,4,3,1,4,0
166,111.062,1,2,2,4,0
82,45.306,4,1,3,2,1
291,151.79,13,0,3,2,1
158,163.187,1,2,4,1,1
216,81.966,5,1,3,2,1
158,112.846,5,0,0,3,0
134,107.45,14,4,0,1,1
67,136.806,11,2,1,2,1
336,98.225,7,2,1,2,0
7,157.254,14,1,1,1,1
14,122.853,8,5,0,3,0
73,35.0,4,3,1,1,1
163,137.709,7,4,1,2,1
66,159.854,4,3,0,2,0
347,73.918,3,2,4,1,1
130,136.349,6,3,3,3,0
206,193.198,4,0,2,3,1
276,124.483,14,4,0,4,0
256,165.665,3,3,0,3,0
266,102.314,9,0,2,1,1
25,119.281,5,1,2,3,1
281,111.815,13,3,1,3,0
253,104.515,14,4,2,4,0
310,114.091,7,0,3,3,1
289,54.773,12,3,3,4,1
164,106.765,14,1,3,4,1
95,173.512,6,3,3,3,0
270,81.452,10,0,3,2,1
321,77.355,5,3,1,1,0
110,122.448,7,4,0,1,0
336,124.447,11,2,2,3,1
310,135.099,6,0,0,1,1
238,115.45,10,0,2,1,1
25,122.875,2,0,1,4,0
141,105.965,13,0,1,2,1
117,68.968,13,3,4,1,1
25,117.144,13,4,4,2,1
79,148.984,3,1,1,1,1
68,140.602,2,4,1,2,0
173,50.23,12,0,2,2,1
12,130.077,3,5,1,1,0
288,84.289,1,3,0,4,0
128,175.687,8,5,2,2,0
96,133.051,6,3,1,2,0
92,155.851,13,0,2,1,1
141,120.847,2,3,2,2,1
31,117.358,8,0,3,2,1
334,179.834,6,4,4,4,0
20,158.911,7,2,2,2,0
146,124.714,11,3,2,4,0
316,112.013,1,0,3,2,1
160,51.713,7,5,1,2,0
349,132.983,3,0,2,4,0
43,114.956,11,5,3,4,0
254,142.158,12,3,0,3,0
130,154.313,8,1,3,2,1
60,169.317,6,5,4,4,0
151,133.48,4,0,4,2,1
287,78.146,11,3,1,2,1
5,35.0,8,0,1,2,1
266,87.012,9,1,4,1,1
345,173.34,10,2,4,3,1
130,192.94,2,1,2,1,1
267,110.484,6,4,4,3,1
178,61.562,5,3,1,2,0
253,94.063,5,1,4,2,1
56,165.512,10,2,1,4,0
83,96.359,11,0,0,3,0
99,143.565,3,3,4,3,1
149,126.742,12,5,1,1,0
329,148.4,8,1,3,3,1
156,192.72,14,2,2,2,0
190,143.591,8,1,1,4,0
263,125.877,12,4,4,1,1
80,197.135,5,3,4,4,0
252,133.982,8,0,0,3,0
97,88.282,10,2,3,3,1
260,147.499,8,1,1,1,1
260,137.898,3,3,3,3,0
103,107.684,2,1,0,4,0
40,99.297,9,3,2,2,1
273,108.07,2,4,3,1,1
101,98.724,9,1,0,3,0
359,109.37,4,4,1,4,0
308,86.288,12,5,2,2,1
221,135.446,13,5,4,3,1
308,132.448,2,2,0,1,0
124,133.808,10,4,4,3,1
231,117.505,1,3,2,3,0
178,112.893,4,2,0,3,0
63,177.68,9,1,0,2,0
116,122.696,12,1,2,2,1
191,170.551,9,3,1,3,0
62,80.143,4,0,0,3,0
256,143.567,9,0,2,1,1
7,90.612,12,1,3,3,1
155,97.754,6,3,4,4,0
92,103.524,1,0,0,4,0
14,101.016,10,4,3,1,1
229,101.216,13,1,0,2,1
86,168.691,14,5,1,3,0
133,121.816,6,4,2,1,1
183,129.002,9,3,0,2,0
62,101.714,13,5,2,1,1
219,154.278,2,4,0,2,0
246,134.202,6,0,1,3,1
230,107.643,2,0,1,1,1
79,56.629,4,5,3,3,0
149,128.652,8,2,1,1,1
138,143.027,13,1,2,2,1
314,80.846,7,5,1,1,1
65,108.184,11,3,0,4,0
13,141.486,12,1,1,4,0
213,57.163,13,4,2,1,1
242,94.046,9,3,0,4,0
213,135.076,7,3,3,3,0
181,164.201,1,0,3,4,0
338,207.431,2,4,3,4,0
173,198.346,6,0,0,3,0
160,125.751,7,0,3,3,1
164,100.631,3,2,1,2,0
188,156.925,9,0,0,3,0
191,98.256,13,1,0,1,1
308,89.516,7,3,0,4,0
256,107.789,14,0,4,2,1
183,102.773,6,5,2,3,0
117,136.505,13,1,4,4,1
282,95.904,6,4,4,1,1
196,123.405,1,3,4,1,1
34,183.798,13,5,2,2,0
52,124.886,5,5,4,1,1
112,180.67,10,4,3,4,0
252,168.082,3,5,0,3,0
82,143.682,7,1,0,1,1
232,105.834,10,4,1,3,0
227,161.62,3,5,3,4,0
233,110.001,5,4,2,4,0
221,119.92,7,4,0,3,0
42,133.208,14,0,4,4,1
21,119.785,3,0,1,2,0
42,91.189,13,0,1,1,1
113,58.916,13,5,0,2,0
105,158.365,10,3,3,2,1
192,142.814,2,1,1,2,0
17,51.176,6,5,0,3,0
120,90.129,8,0,3,3,1
129,127.163,4,4,0,4,0
130,137.703,9,5,0,3,0
60,59.262,12,4,3,4,1
48,116.43,12,4,3,3,1
29,141.586,8,4,3,4,0
97,105.94,7,2,0,1,0
10,130.233,14,3,1,4,0
242,100.498,7,1,2,1,1
314,156.368,3,1,2,4,0
232,88.029,14,0,0,3,1
277,74.317,6,2,0,3,0
284,121.157,13,5,1,1,1
203,62.659,13,5,3,2,1
247,35.796,5,1,0,2,0
290,163.349,1,3,4,4,0
264,80.631,11,4,3,3,1
214,66.654,3,0,0,2,0
200,87.53,13,3,4,3,1
79,85.734,12,1,1,3,1
343,114.316,1,2,4,3,0
344,76.261,4,0,0,4,1
173,139.927,10,1,2,1,1
69,145.849,3,5,0,4,0
87,69.0,11,0,2,2,1
101,95.276,4,1,1,1,1
8,99.078,9,5,1,2,1
333,113.4,3,5,3,1,1
200,163.307,12,4,3,1,1
87,165.613,6,2,2,4,0
43,219.955,6,4,2,3,0
109,35.0,7,1,1,3,0
152,83.028,9,3,4,1,1
17,192.56,12,4,2,4,0
133,47.972,7,3,2,2,1
148,191.651,14,5,4,2,1
277,125.894,1,1,3,3,1
232,127.365,8,2,3,3,1
314,68.808,5,3,2,2,0
228,101.953,9,1,3,2,1
139,189.895,10,3,3,4,0
211,118.093,13,4,3,2,1
28,102.22,12,1,1,4,0
51,136.229,5,4,0,3,0
261,112.311,5,0,2,2,1
261,133.806,12,1,2,3,1
350,86.01,12,3,1,1,1
352,116.914,14,0,0,1,1
8,94.357,2,4,0,1,0
320,47.841,12,4,1,2,1
138,139.278,11,3,4,3,1
38,70.649,3,0,4,2,1
111,113.41,10,5,0,3,0
220,157.043,9,2,4,4,1
337,60.087,7,3,4,2,1
223,144.187,1,4,4,1,1
136,108.007,3,1,0,4,0
256,81.339,12,0,4,3,1
360,200.917,2,5,2,2,0
329,119.978,1,2,0,3,0
49,97.276,9,1,1,3,1
292,88.791,8,0,4,2,1
324,155.246,5,5,3,2,0
78,95.518,11,3,0,3,0
105,150.261,12,5,1,3,0
169,119.901,2,3,2,4,0
217,164.648,1,0,1,1,1
119,78.298,7,5,4,3,1
190,83.877,13,2,3,1,1
255,108.76,11,5,4,4,1
266,112.077,11,0,1,1,1
149,105.818,2,1,0,1,0
164,225.258,1,1,3,4,0
140,202.53,2,5,3,3,0
347,131.962,7,5,1,1,1
258,136.679,7,3,4,3,1
269,110.543,10,0,1,3,1
181,78.007,6,3,3,2,1
160,112.717,5,2,1,3,0
351,150.845,3,1,3,3,0
288,172.225,14,4,4,1,1
288,159.828,12,4,0,3,0
226,59.609,3,0,0,3,0
11,108.431,11,0,1,2,1
10,61.245,13,4,3,2,1
271,166.754,12,0,0,1,1
273,103.505,9,1,3,1,1
183,118.116,4,2,4,2,1
153,139.202,9,2,1,2,1
315,230.646,4,3,3,4,0
334,130.731,2,1,1,3,0
124,110.469,4,0,3,1,1
